NO,구분,주요 변경 필드,v44 정보,v45 정보,상세 변경 내용
142,수정(MODIFIED),"CON2, CON6","SPECS:[EL_ATYP=None, EL_ETM=,?GT17?,?GT35?, EL_EMFD=90, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=SH] | KEYS:[EL_PA103A03_2=10310380G0100]","SPECS:[EL_ATYP=None, EL_ETM=,?GT17?,?GT25?,?GT35?, EL_EMFD=90, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=!SH] | KEYS:[EL_PA103A03_2=10310380G0100]","CON2: [,?GT17?,?GT35?] -> [,?GT17?,?GT25?,?GT35?] | CON6: [SH] -> [!SH]"
143,수정(MODIFIED),"CON2, VAL1","SPECS:[EL_ATYP=None, EL_ETM=?GT25?, EL_EMFD=90, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=SH] | KEYS:[EL_PA103A03_2=V0027297G0100]","SPECS:[EL_ATYP=None, EL_ETM=,?GT17?,?GT35?, EL_EMFD=90, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=SH] | KEYS:[EL_PA103A03_2=10310380G0100]","CON2: [?GT25?] -> [,?GT17?,?GT35?] | VAL1: [V0027297G0100] -> [10310380G0100]"
144,수정(MODIFIED),"CON2, CON3, CON6, VAL1","SPECS:[EL_ATYP=None, EL_ETM=,?GT17?,?GT25?,?GT35?, EL_EMFD=,SL,SR, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=None] | KEYS:[EL_PA103A03_2=10310380G0200]","SPECS:[EL_ATYP=None, EL_ETM=?GT25?, EL_EMFD=90, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=SH] | KEYS:[EL_PA103A03_2=V0027297G0100]","CON2: [,?GT17?,?GT25?,?GT35?] -> [?GT25?] | CON3: [,SL,SR] -> [90] | CON6: [] -> [SH] | VAL1: [10310380G0200] -> [V0027297G0100]"
145,수정(MODIFIED),"CON2, CON4, VAL1","SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=,SL,SR, EL_DPO=None, EL_DTMDP=,A,B, EL_EMCBD=None] | KEYS:[EL_PA103A03_2=10310380G0300]","SPECS:[EL_ATYP=None, EL_ETM=,?GT17?,?GT25?,?GT35?, EL_EMFD=,SL,SR, EL_DPO=!(RG), EL_DTMDP=,A,B, EL_EMCBD=None] | KEYS:[EL_PA103A03_2=10310380G0200]","CON2: [,?GT50?,?GT70?,?GT71?] -> [,?GT17?,?GT25?,?GT35?] | CON4: [] -> [!(RG)] | VAL1: [10310380G0300] -> [10310380G0200]"
146,수정(MODIFIED),"SPEC1, SPEC2, CON2, SPEC3, CON3, SPEC4, SPEC5, CON5, SPEC6, KEY1, VAL1",,"SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=,SL,SR, EL_DPO=None, EL_DTMDP=,A,B, EL_EMCBD=None] | KEYS:[EL_PA103A03_2=10310380G0300]","SPEC1: [] -> [EL_ATYP] | SPEC2: [] -> [EL_ETM] | CON2: [] -> [,?GT50?,?GT70?,?GT71?] | SPEC3: [] -> [EL_EMFD] | CON3: [] -> [,SL,SR] | SPEC4: [] -> [EL_DPO] | SPEC5: [] -> [EL_DTMDP] | CON5: [] -> [,A,B] | SPEC6: [] -> [EL_EMCBD] | KEY1: [] -> [EL_PA103A03_2] | VAL1: [] -> [10310380G0300]"
147,수정(MODIFIED),ADDR,ADDR:PICK3,,ADDR: [PICK3] -> []
148,수정(MODIFIED),"ADDR, SPEC1, CON1, SPEC2, CON2, SPEC3, CON3, SPEC5, CON5, KEY1, VAL1, KEY2, VAL2","SPECS:[EL_ATYP=GTLX, EL_ETM=,?GH15?,?GH25?,?GH15S?,?GH25S?, EL_DREUSE=N, EL_ECWTP=!R] | KEYS:[EL_PA103A03_3=10310082G0100, EL_PA103A03_4=10310082G0200]",ADDR:PICK3,"ADDR: [] -> [PICK3] | SPEC1: [EL_ATYP] -> [] | CON1: [GTLX] -> [] | SPEC2: [EL_ETM] -> [] | CON2: [,?GH15?,?GH25?,?GH15S?,?GH25S?] -> [] | SPEC3: [EL_DREUSE] -> [] | CON3: [N] -> [] | SPEC5: [EL_ECWTP] -> [] | CON5: [!R] -> [] | KEY1: [EL_PA103A03_3] -> [] | VAL1: [10310082G0100] -> [] | KEY2: [EL_PA103A03_4] -> [] | VAL2: [10310082G0200] -> []"
149,수정(MODIFIED),"CON1, CON2, SPEC3, CON3, SPEC4, CON4, CON5, SPEC6, VAL1, KEY2, VAL2","SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=None, EL_DTMDP=,A,B, EL_ECWTP=R, EL_EMCBD=None] | KEYS:[EL_PA103A03_3=10300421G0300]","SPECS:[EL_ATYP=GTLX, EL_ETM=,?GH15?,?GH25?,?GH15S?,?GH25S?, EL_DREUSE=N, EL_ECWTP=!R] | KEYS:[EL_PA103A03_3=10310082G0100, EL_PA103A03_4=10310082G0200]","CON1: [] -> [GTLX] | CON2: [,?GT50?,?GT70?,?GT71?] -> [,?GH15?,?GH25?,?GH15S?,?GH25S?] | SPEC3: [EL_EMFD] -> [EL_DREUSE] | CON3: [] -> [N] | SPEC4: [EL_DTMDP] -> [] | CON4: [,A,B] -> [] | CON5: [R] -> [!R] | SPEC6: [EL_EMCBD] -> [] | VAL1: [10300421G0300] -> [10310082G0100] | KEY2: [] -> [EL_PA103A03_4] | VAL2: [] -> [10310082G0200]"
150,수정(MODIFIED),"CON3, CON5, CON6","SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=90, EL_DTMDP=,A,B, EL_ECWTP=,R/L,R/R, EL_EMCBD=SH] | KEYS:[EL_PA103A03_3=10300421G0300]","SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=None, EL_DTMDP=,A,B, EL_ECWTP=R, EL_EMCBD=None] | KEYS:[EL_PA103A03_3=10300421G0300]","CON3: [90] -> [] | CON5: [,R/L,R/R] -> [R] | CON6: [SH] -> []"
151,v45 신규 추가,전체 행 추가,-,"SPECS:[EL_ATYP=None, EL_ETM=,?GT50?,?GT70?,?GT71?, EL_EMFD=90, EL_DTMDP=,A,B, EL_ECWTP=,R/L,R/R, EL_EMCBD=SH] | KEYS:[EL_PA103A03_3=10300421G0300]",v45 버전에서 신규 추가된 행
