VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,PID,REG_DATE,USERID,REG_USER_NAME
44,1264930,67916938,1,INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916939,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALL,CAL_NEX_TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX_TYPE,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916940,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BECM},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PE324A_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENTRANCE COLUMN,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916942,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916943,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PE324A_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2SLR(LEFT, RIGHT 구분용)",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916944,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916945,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916946,9,,EL_ATYP,?US?,EL_ACD2,?ASME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US EXPORT,북미수출형,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916947,10,,EL_ABRAND,?NEX?,EL_BWMT,",?NEX?,?NXE?,?NXP?,VISC,NEOD,NEOD_A1",EL_AOPEN,1SCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX,"표준 NEX PACKAGE , NEX PLUS",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916948,11,,NEX_TYPE,",NEX_NEW,NEX_PLUS,NEX_ECO",EL_AOPEN,?2S?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX SIDE OPEN,"NEX SIDE OPEN (STANDARD, PLUS 의장)",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916949,12,,EL_ABRAND,NEO_MRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEO_MRL,NEO PACKAGE,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916950,13,,EL_AOPEN,?CO?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916951,14,,EL_AOPEN,2SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SR,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916952,15,,EL_AOPEN,2SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SL,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916953,16,,EL_AOPEN,2SLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SLR,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916954,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916955,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916956,19,MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916957,20,US EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916958,21,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SL,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,N,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916959,22,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SR,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,N,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916960,23,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SLR,EL_ECHH,2134,EL_ECCH,2438,EL_ETHRU,Y,EL_ASPSCD,?GAL_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400025G01{MATERIAL_CODE},EL_PE324A_2,32400025G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916961,24,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SR,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916962,25,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SL,EL_ECHH,,EL_ECCH,,EL_ETHRU,N,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916963,26,,EL_ATYP,?US?,EL_ACD2,?ASME?,EL_AOPEN,1SLR,EL_ECHH,,EL_ECCH,,EL_ETHRU,Y,EL_ASPSCD,?HD_?,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400439G01{MATERIAL_CODE},EL_PE324A_2,32400439G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916964,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916965,28,NEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916966,29,,EL_BMDL,",NEX_BB,NEX_GW",EL_AOPEN,1SCO,EL_BECM,SUSMIR_304,EL_ECHH,,EL_ECCH,,EL_DCFGAD,",N,TRANSOM_NOTOUCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400124G9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916967,30,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G01SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916968,31,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G02SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916969,32,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G03SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916970,33,,EL_BMDL,",NEOD,NEOD_A1",EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,,EL_ECCH,,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G91SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916971,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916972,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916973,36,NEX SIDE OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916974,37,,EL_AOPEN,2SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM02},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX 스탠다드 SIDE OPEN은 COLUMN 이 입력되지 않아 2SR일때 2번벽 재질,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916975,38,,EL_AOPEN,2SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM10},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEX 스탠다드 SIDE OPEN은 COLUMN 이 입력되지 않아 2SL일때 10번벽 재질,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916976,39,,EL_AOPEN,2SLR,NEX_TYPE,",NEX_ECO,NEX_PLUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAR_MATERIAL,{EL_BWM02},CALL,CALC_MATERIAL_CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEX PLUS SIDE OPEN, 관통 은 COLUMN 이 입력되지 않아 2SLR일때 2번벽 재질",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916977,40,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916978,41,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916979,42,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916980,43,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916981,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916982,45,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916983,46,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916984,47,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916985,48,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916986,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916987,50,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G01{MATERIAL_CODE},EL_PE324A_2,32400136G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916988,51,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400136G91{MATERIAL_CODE},EL_PE324A_2,32400136G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916989,52,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G01{MATERIAL_CODE},EL_PE324A_2,32400143G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916990,53,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,,,EL_BFTH,,MATERIAL_T,",1.5,1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400143G91{MATERIAL_CODE},EL_PE324A_2,32400143G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916991,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916992,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916993,56,NEO_MRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916994,57,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G01SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916995,58,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G02SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916996,59,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G03SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916997,60,,EL_BMDL,?NEO?,EL_AOPEN,1SCO,EL_BECM,SUSMIR_439,EL_ECHH,,EL_ECCH,,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400057G91SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916998,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67916999,62,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917000,63,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.2,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917001,64,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.2,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917002,65,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.2,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917003,66,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.2,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400090G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917004,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917005,68,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.5,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917006,69,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.5,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G91{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917007,70,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.5,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917008,71,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.5,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917009,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
44,1264930,67917010,73,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.6,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400092G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
